customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
3212-OTVGE,Male,0,Yes,No,52,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,48.36,2521.95,No
2128-HHPEQ,Female,1,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,28.48,1494.65,No
2785-HRNLS,Male,0,No,No,58,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),57.89,3343.51,No
2195-ENHQL,Male,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,75.76,1526.39,No
5667-XKFOZ,Female,0,Yes,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,28.27,327.87,No
9391-FPOQA,Female,0,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.44,1338.85,No
9137-SCPKG,Male,0,Yes,No,69,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,103.51,7160.13,No
5649-SLABG,Female,0,No,Yes,1,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),43.1,34.31,Yes
9750-NPEJZ,Female,0,Yes,No,6,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,89.55,531.87,No
1025-HVNGX,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.34,30.37,No
2255-RZLFW,Female,1,Yes,Yes,58,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),108.7,6314.24,No
1545-CQQPH,Male,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),96.87,6800.4,No
3520-FWCPR,Female,0,Yes,Yes,11,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),61.29,684.98,No
2059-THRNJ,Male,0,No,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),114.72,112.33,No
6187-BSOIC,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.94,0.0,No
1370-ONZUF,Male,1,No,Yes,51,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),81.72,4172.76,No
8784-BHWXO,Female,0,Yes,No,8,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Electronic check,46.74,387.59,Yes
8489-VWSLL,Male,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,77.83,4838.75,No
1260-ZPTVV,Female,0,No,No,69,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.83,7241.96,Yes
6229-WPLHI,Male,0,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.97,6038.25,No
1780-BUOPY,Male,0,Yes,No,7,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,57.89,390.42,No
1747-QVISV,Female,0,No,No,2,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,55.32,95.69,No
4287-XCBQJ,Male,0,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.52,150.24,No
4363-TKNNB,Male,0,No,No,71,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,107.62,7623.51,No
3870-BUQND,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.21,613.79,Yes
3725-IMWRZ,Male,0,No,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.32,6015.1,Yes
8221-JLZDY,Male,0,No,Yes,7,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,95.89,652.23,Yes
5574-HVDYU,Male,0,No,No,52,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.5,3080.47,No
4558-VNJIU,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),78.49,4407.1,No
2749-KOYNQ,Female,0,No,No,0,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),65.88,16.98,No
3027-YXFFF,Female,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.9,0.0,No
1754-YTSCE,Male,0,No,No,7,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,66.07,462.83,Yes
8858-LOXJM,Female,0,No,No,16,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,69.45,1126.59,No
5508-DBUMX,Male,0,Yes,No,56,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,59.54,3346.49,No
2400-JKOBQ,Female,0,No,No,17,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),108.68,1861.73,No
3049-LXMFX,Male,1,No,No,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.7,1594.9,No
9184-NGIAX,Male,1,No,No,15,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Electronic check,61.14,908.78,No
3519-VODYE,Male,1,Yes,No,67,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),78.78,5287.18,No
9258-KJYHH,Male,0,Yes,No,1,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),59.51,60.33,No
2175-KWNFU,Male,0,No,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.68,1164.97,Yes
2329-TAKDJ,Male,0,Yes,No,16,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),40.08,651.02,No
9401-KHEME,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),71.61,280.42,No
5496-TKSRU,Male,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,113.59,1148.93,Yes
1308-QLDZU,Female,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),55.86,575.5,No
7990-OVFYS,Male,0,No,Yes,8,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,No,Credit card (automatic),75.08,585.35,No
3388-BBMSQ,Female,1,No,No,67,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,106.53,7139.01,Yes
4563-GMMWF,Female,0,No,No,53,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,109.4,5801.0,Yes
9509-HXWSO,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),86.56,1021.11,No
4420-IYCQF,Male,0,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),86.34,4297.59,Yes
8217-IMECF,Male,1,Yes,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),108.1,311.51,Yes
9985-POTGC,Female,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.74,1156.53,No
8474-TFOXE,Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,26.69,192.45,Yes
7494-AKESG,Female,1,No,No,54,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,110.1,5932.62,Yes
2651-YYHKF,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.42,175.65,No
7228-YPEZY,Female,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),29.44,1771.51,No
1075-WTZZJ,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,50.23,99.16,No
5973-KWXQM,Male,0,Yes,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),25.99,1.01,No
9313-VTIGU,Female,0,No,No,0,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,40.22,7.69,No
2669-UIIZK,Male,0,Yes,No,54,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),44.66,2427.68,No
7343-MGUXC,Female,1,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.99,44.28,Yes
6113-QRYNB,Female,1,Yes,Yes,6,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),69.96,428.11,Yes
2121-EYDSM,Male,0,No,No,54,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,96.26,5212.28,No
6045-UYUVR,Male,0,No,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.34,66.11,No
6992-ITIRO,Male,0,No,Yes,14,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),64.29,910.07,Yes
5937-PTWDL,Female,0,No,Yes,67,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Mailed check,43.13,2905.05,No
4061-BJHGF,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,94.16,5853.08,No
7275-BMUEH,Female,0,No,No,68,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,79.14,5393.99,No
4089-KFODD,Female,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.7,1385.13,No
8910-AUKWV,Male,0,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.6,70.0,No
8572-LJPOD,Male,1,Yes,Yes,15,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,55.16,841.01,Yes
7014-JNXYI,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,86.13,1043.91,Yes
9248-RAHIL,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,95.53,201.93,Yes
7701-SWCQY,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),114.42,785.96,Yes
9232-SYMLY,Male,0,No,No,6,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),46.25,291.76,No
5957-RDXUM,Male,0,Yes,No,0,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),63.92,11.92,No
9709-TDNWI,Male,0,Yes,No,68,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,47.21,3206.15,No
4868-OPHFE,Male,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.75,58.41,Yes
8124-TLQOP,Female,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.99,1117.68,No
7731-TRUDA,Female,0,Yes,No,59,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,49.31,2891.04,No
2810-ISSST,Female,0,No,No,0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),45.19,0.0,Yes
4009-FVHON,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.82,4700.23,No
5472-RJXFS,Male,1,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.77,1809.56,No
4578-RWSSO,Male,0,Yes,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,20.69,1078.73,No
7596-HQFHG,Male,1,No,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,90.89,5915.8,Yes
7850-XACWT,Female,0,No,No,0,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.63,0.0,Yes
6076-HZMCH,Female,1,Yes,Yes,2,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),49.0,96.31,No
9210-TILVP,Male,0,No,No,55,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,81.3,4460.52,Yes
2426-FMABP,Male,0,No,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.19,1274.04,No
9124-LULTR,Female,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,50.57,3536.99,No
9440-ROOQN,Female,0,No,No,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.28,25.64,Yes
6614-UAUSK,Male,0,Yes,No,6,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,41.59,238.17,No
4728-YZTSK,Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,105.54,1264.65,No
7227-DCGCH,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Electronic check,72.31,581.96,No
6395-NYQOA,Male,0,Yes,Yes,2,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),103.48,206.29,Yes
3214-QRKHW,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,103.57,930.85,Yes
2199-IOBHJ,Male,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.73,741.63,No
5691-DSAZL,Female,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Mailed check,58.56,218.73,No
8857-XRPAG,Female,0,No,No,12,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),100.45,1223.4,Yes
3476-HFBYJ,Female,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,28.11,1674.6,No
9300-JHHQQ,Female,1,Yes,No,15,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),53.99,827.05,No
4035-WFCHC,Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),72.19,146.26,No
8647-UOYDT,Female,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.23,1138.94,No
2222-IXIQD,Female,1,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.31,114.74,No
7890-BMWSI,Male,0,No,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.7,1200.83,No
3811-NUPRE,Male,0,No,Yes,50,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),54.15,2716.1,No
8068-GUOTW,Male,0,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.41,455.38,No
3827-FJTOG,Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.63,263.37,Yes
6136-TQXPT,Male,0,No,Yes,10,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,112.88,1144.41,Yes
1266-AMXVB,Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,55.49,60.06,Yes
9223-BNHQF,Male,0,No,No,60,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,94.0,5654.57,Yes
3908-EKKAH,Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,100.31,706.88,No
7962-AWDET,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.43,84.47,No
4521-YBKGA,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),71.28,624.94,No
7470-GNKPX,Male,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,One year,No,Electronic check,52.22,96.56,No
4200-BASVX,Female,0,No,Yes,50,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),86.51,4313.14,No
7604-XSOAG,Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,86.87,539.71,No
6073-WEREM,Male,0,Yes,No,21,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,78.62,1647.04,No
8345-MTFZY,Female,1,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,81.7,5571.8,No
4399-ELCOR,Male,1,No,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),101.93,299.02,No
9705-HHQRT,Female,0,No,No,62,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),53.55,3305.05,No
2641-DSFRQ,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,43.74,318.57,Yes
2767-ULEOS,Female,0,No,No,57,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,99.87,5691.36,No
5934-NOVNA,Female,0,No,No,56,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,56.24,3163.47,No
2213-XHJBZ,Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),93.22,5875.52,No
2909-RICDV,Male,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,87.96,2270.95,No
1222-FZDGE,Female,0,No,Yes,7,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,97.11,661.04,Yes
6345-ALYCU,Male,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.45,181.97,No
3158-MMAIP,Male,1,No,No,0,Yes,Yes,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,67.91,0.0,No
2706-DEGKX,Male,0,No,Yes,3,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,42.45,123.71,No
4887-OXWFG,Male,0,Yes,No,50,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),53.98,2713.59,No
8606-TABYC,Female,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.17,72.68,No
5337-JDNBZ,Female,0,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,112.2,6057.06,No
8790-LFIJL,Male,0,Yes,Yes,0,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),64.27,6.25,No
4513-JJBMW,Male,0,Yes,No,25,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),44.47,1096.95,No
8833-IBRRY,Female,0,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.41,1214.72,No
3370-OPPLS,Male,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,113.42,8046.33,No
1741-WSICK,Female,0,No,No,52,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),106.2,5528.33,No
1124-GXNGU,Male,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),26.8,1851.3,No
9221-PPGYM,Male,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.02,1485.99,No
9482-CEZIB,Female,1,No,No,6,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,57.65,365.6,Yes
4244-IWQTM,Male,0,No,No,71,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,102.84,7299.04,No
3480-NKLLQ,Female,0,No,No,70,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,109.56,7661.07,No
3944-KGFKU,Male,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),29.63,2058.14,No
5850-ZMIGM,Male,0,Yes,No,55,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,57.39,3168.13,Yes
1427-TIAKJ,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,101.54,7201.81,No
2319-RCAXC,Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,97.58,388.08,Yes
4444-PIUPG,Male,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.0,356.27,No
6770-UMWPM,Male,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.98,1876.64,No
9650-YAXWD,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),78.15,242.21,Yes
6284-LNLPD,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,78.36,140.86,No
6287-CBKEJ,Female,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.28,235.58,No
8725-VVFFP,Female,0,No,No,57,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,106.79,6103.37,No
4604-BDMUE,Male,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.66,196.76,Yes
5894-BHWBL,Female,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.05,1615.31,Yes
7227-MHYOK,Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.31,1303.05,No
5067-TCXUQ,Male,0,No,No,63,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),41.2,2599.51,No
1882-GJPLQ,Male,0,No,No,1,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,50.99,38.56,Yes
1417-IDEZK,Female,0,No,Yes,13,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),108.58,1423.38,No
1467-OPACL,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),97.74,5685.62,No
4489-AWETW,Female,0,Yes,Yes,61,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),64.77,3933.44,No
6197-MXUYE,Female,1,Yes,No,5,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Mailed check,48.92,241.68,No
1387-UUECV,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Electronic check,89.74,519.96,No
5492-POKDD,Female,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.98,1331.67,No
5836-AXBJO,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,75.43,899.88,Yes
7775-JFQFK,Female,0,No,Yes,55,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,41.2,2269.33,No
2753-PLBAY,Female,0,Yes,No,1,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),52.73,66.8,No
9730-KXQGI,Male,1,Yes,No,68,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,63.0,4301.89,No
5847-NWXIT,Female,0,No,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.4,1479.15,No
6252-JPXII,Female,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.48,1727.04,No
7728-NMZPX,Female,0,No,No,55,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),93.93,5152.48,No
5304-RDQVA,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,103.43,187.65,No
6474-VEALK,Female,0,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),22.06,1126.46,No
3220-WIHJV,Female,0,No,Yes,55,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,52.61,2894.8,Yes
